,baseline_forecast,cev_forecast,rf_forecast,xgb_forecast,actual_future_vol
2024-07-29,0.13850729794120226,0.05261818022614258,0.13511595146176242,0.12525134,0.20599449413673812
2024-07-30,0.13944891409054483,0.04911686813967726,0.1388578725827546,0.13707115,0.20455019419131548
2024-07-31,0.1493834536431348,0.05959034666535645,0.11741219844637163,0.10029191,0.19888376617353518
2024-08-01,0.1568415512602374,0.05131877912703498,0.14072297642849035,0.12572978,0.19095374867815032
2024-08-02,0.16716257705207982,0.03935141069641029,0.15073433818847273,0.11089557,0.17719894229091224
2024-08-05,0.1930230865050128,0.030928928411283432,0.1801112771002427,0.19249763,0.15762106212616608
2024-08-06,0.1977048220159037,0.034497141634907656,0.31317245402239174,0.25679082,0.1570539990282646
2024-08-07,0.19194818115896298,0.03650578189904872,0.19525676617198356,0.307234,0.1543755020359037
2024-08-08,0.2131247259626267,0.05340764471817398,0.1841863427076153,0.31523272,0.15078170315046036
2024-08-09,0.21221022447586582,0.05781125148142002,0.22564796992268077,0.22318444,0.15469484231727246
2024-08-12,0.2116316806345249,0.055847787804282054,0.22646774776051393,0.23311803,0.155053783579586
2024-08-13,0.22021316359970083,0.0589254112295925,0.22366711174863363,0.21519424,0.14866733935485982
2024-08-14,0.2161661483342679,0.06179853211851375,0.19239181207825207,0.18438588,0.15075960650710235
2024-08-15,0.22394166225821294,0.06543149668301194,0.18033244978285248,0.16479263,0.14000113063072456
